,file,shot,start_s,end_s,start,end
36885,5318609185758554501.xml,290,1039.14,1041.03,00:17:19:14,00:17:21:03
36886,5318609185758554501.xml,291,1041.04,1047.02,00:17:21:04,00:17:27:02
36887,5318609185758554501.xml,292,1047.03,1051.12,00:17:27:03,00:17:31:12
36888,5318609185758554501.xml,293,1051.13,1052.19,00:17:31:13,00:17:32:19
36889,5318609185758554501.xml,294,1052.2,1054.01,00:17:32:20,00:17:34:01
36890,5318609185758554501.xml,295,1054.02,1055.18,00:17:34:02,00:17:35:18
36891,5318609185758554501.xml,296,1055.19,1057.0,00:17:35:19,00:17:37:00
36892,5318609185758554501.xml,297,1057.01,1062.01,00:17:37:01,00:17:42:01
36893,5318609185758554501.xml,298,1062.02,1063.19,00:17:42:02,00:17:43:19
36894,5318609185758554501.xml,299,1063.2,1064.09,00:17:43:20,00:17:44:09
36895,5318609185758554501.xml,300,1064.1,1070.16,00:17:44:10,00:17:50:16
36896,5318609185758554501.xml,301,1070.17,1076.11,00:17:50:17,00:17:56:11
36897,5318609185758554501.xml,302,1076.12,1078.14,00:17:56:12,00:17:58:14
36898,5318609185758554501.xml,303,1078.15,1081.08,00:17:58:15,00:18:01:08
36899,5318609185758554501.xml,304,1081.09,1082.08,00:18:01:09,00:18:02:08
36900,5318609185758554501.xml,305,1082.09,1084.1,00:18:02:09,00:18:04:10
36901,5318609185758554501.xml,306,1084.11,1087.13,00:18:04:11,00:18:07:13
36902,5318609185758554501.xml,307,1087.14,1090.09,00:18:07:14,00:18:10:09
36903,5318609185758554501.xml,308,1090.1,1093.01,00:18:10:10,00:18:13:01
36904,5318609185758554501.xml,309,1093.02,1094.24,00:18:13:02,00:18:14:24
36905,5318609185758554501.xml,310,1095.0,1095.07,00:18:15:00,00:18:15:07
36906,5318609185758554501.xml,311,1095.08,1096.23,00:18:15:08,00:18:16:23
36907,5318609185758554501.xml,312,1096.24,1098.05,00:18:16:24,00:18:18:05
36908,5318609185758554501.xml,313,1098.06,1099.16,00:18:18:06,00:18:19:16
36909,5318609185758554501.xml,314,1099.17,1101.0,00:18:19:17,00:18:21:00
36910,5318609185758554501.xml,315,1101.01,1101.16,00:18:21:01,00:18:21:16
36911,5318609185758554501.xml,316,1101.17,1102.15,00:18:21:17,00:18:22:15
36912,5318609185758554501.xml,317,1102.16,1104.0,00:18:22:16,00:18:24:00
36913,5318609185758554501.xml,318,1104.01,1106.16,00:18:24:01,00:18:26:16
36914,5318609185758554501.xml,319,1106.17,1115.03,00:18:26:17,00:18:35:03
36915,5318609185758554501.xml,320,1115.04,1117.23,00:18:35:04,00:18:37:23
36916,5318609185758554501.xml,321,1117.24,1121.04,00:18:37:24,00:18:41:04
36917,5318609185758554501.xml,322,1121.05,1123.02,00:18:41:05,00:18:43:02
36918,5318609185758554501.xml,323,1123.03,1124.04,00:18:43:03,00:18:44:04
36919,5318609185758554501.xml,324,1124.05,1127.11,00:18:44:05,00:18:47:11
36920,5318609185758554501.xml,325,1127.12,1128.15,00:18:47:12,00:18:48:15
36921,5318609185758554501.xml,326,1128.16,1129.16,00:18:48:16,00:18:49:16
36922,5318609185758554501.xml,327,1129.17,1134.1,00:18:49:17,00:18:54:10
36923,5318609185758554501.xml,328,1134.11,1135.17,00:18:54:11,00:18:55:17
36924,5318609185758554501.xml,329,1135.18,1141.15,00:18:55:18,00:19:01:15
36925,5318609185758554501.xml,330,1141.16,1143.01,00:19:01:16,00:19:03:01
36926,5318609185758554501.xml,331,1143.02,1174.02,00:19:03:02,00:19:34:02
36927,5318609185758554501.xml,332,1174.03,1180.23,00:19:34:03,00:19:40:23
36928,5318609185758554501.xml,333,1180.24,1192.17,00:19:40:24,00:19:52:17
36929,5318609185758554501.xml,334,1192.18,1198.17,00:19:52:18,00:19:58:17
36930,5318609185758554501.xml,335,1198.18,1199.13,00:19:58:18,00:19:59:13
36931,5318609185758554501.xml,336,1199.14,1202.16,00:19:59:14,00:20:02:16
36932,5318609185758554501.xml,337,1202.17,1205.23,00:20:02:17,00:20:05:23
36933,5318609185758554501.xml,338,1205.24,1213.21,00:20:05:24,00:20:13:21
36934,5318609185758554501.xml,339,1213.22,1216.23,00:20:13:22,00:20:16:23
36935,5318609185758554501.xml,340,1216.24,1217.22,00:20:16:24,00:20:17:22
36936,5318609185758554501.xml,341,1217.23,1221.22,00:20:17:23,00:20:21:22
36937,5318609185758554501.xml,342,1221.23,1222.24,00:20:21:23,00:20:22:24
36938,5318609185758554501.xml,343,1223.0,1224.07,00:20:23:00,00:20:24:07
36939,5318609185758554501.xml,344,1224.08,1228.13,00:20:24:08,00:20:28:13
36940,5318609185758554501.xml,345,1228.14,1230.15,00:20:28:14,00:20:30:15
36941,5318609185758554501.xml,346,1230.16,1231.1,00:20:30:16,00:20:31:10
36942,5318609185758554501.xml,347,1231.11,1233.07,00:20:31:11,00:20:33:07
36943,5318609185758554501.xml,348,1233.08,1234.21,00:20:33:08,00:20:34:21
36944,5318609185758554501.xml,349,1234.22,1235.18,00:20:34:22,00:20:35:18
36945,5318609185758554501.xml,350,1235.19,1237.01,00:20:35:19,00:20:37:01
36946,5318609185758554501.xml,351,1237.02,1239.17,00:20:37:02,00:20:39:17
36947,5318609185758554501.xml,352,1239.18,1242.07,00:20:39:18,00:20:42:07
36948,5318609185758554501.xml,353,1242.08,1243.13,00:20:42:08,00:20:43:13
36949,5318609185758554501.xml,354,1243.14,1245.05,00:20:43:14,00:20:45:05
36950,5318609185758554501.xml,355,1245.06,1247.12,00:20:45:06,00:20:47:12
36951,5318609185758554501.xml,356,1247.13,1248.15,00:20:47:13,00:20:48:15
36952,5318609185758554501.xml,357,1248.16,1249.22,00:20:48:16,00:20:49:22
36953,5318609185758554501.xml,358,1249.23,1251.12,00:20:49:23,00:20:51:12
36954,5318609185758554501.xml,359,1251.13,1253.11,00:20:51:13,00:20:53:11
36955,5318609185758554501.xml,360,1253.12,1254.1,00:20:53:12,00:20:54:10
36956,5318609185758554501.xml,361,1254.11,1256.22,00:20:54:11,00:20:56:22
36957,5318609185758554501.xml,362,1256.23,1259.09,00:20:56:23,00:20:59:09
36958,5318609185758554501.xml,363,1259.1,1261.04,00:20:59:10,00:21:01:04
36959,5318609185758554501.xml,364,1261.05,1263.02,00:21:01:05,00:21:03:02
36960,5318609185758554501.xml,365,1263.03,1264.17,00:21:03:03,00:21:04:17
36961,5318609185758554501.xml,366,1264.18,1267.13,00:21:04:18,00:21:07:13
36962,5318609185758554501.xml,367,1267.14,1269.02,00:21:07:14,00:21:09:02
36963,5318609185758554501.xml,368,1269.03,1270.1,00:21:09:03,00:21:10:10
36964,5318609185758554501.xml,369,1270.11,1272.05,00:21:10:11,00:21:12:05
36965,5318609185758554501.xml,370,1272.06,1279.24,00:21:12:06,00:21:19:24
36966,5318609185758554501.xml,371,1280.0,1282.22,00:21:20:00,00:21:22:22
36967,5318609185758554501.xml,372,1282.23,1284.03,00:21:22:23,00:21:24:03
36968,5318609185758554501.xml,373,1284.04,1285.18,00:21:24:04,00:21:25:18
36969,5318609185758554501.xml,374,1285.19,1286.23,00:21:25:19,00:21:26:23
36970,5318609185758554501.xml,375,1286.24,1289.02,00:21:26:24,00:21:29:02
36971,5318609185758554501.xml,376,1289.03,1291.03,00:21:29:03,00:21:31:03
36972,5318609185758554501.xml,377,1291.04,1293.21,00:21:31:04,00:21:33:21
36973,5318609185758554501.xml,378,1293.22,1295.01,00:21:33:22,00:21:35:01
36974,5318609185758554501.xml,379,1295.02,1296.19,00:21:35:02,00:21:36:19
36975,5318609185758554501.xml,380,1296.2,1297.15,00:21:36:20,00:21:37:15
36976,5318609185758554501.xml,381,1297.16,1299.22,00:21:37:16,00:21:39:22
36977,5318609185758554501.xml,382,1299.23,1327.2,00:21:39:23,00:22:07:20
36978,5318609185758554501.xml,383,1327.21,1332.18,00:22:07:21,00:22:12:18
36979,5318609185758554501.xml,384,1332.19,1356.22,00:22:12:19,00:22:36:22
36980,5318609185758554501.xml,385,1356.23,1362.13,00:22:36:23,00:22:42:13
36981,5318609185758554501.xml,386,1362.14,1366.07,00:22:42:14,00:22:46:07
36982,5318609185758554501.xml,387,1366.08,1369.16,00:22:46:08,00:22:49:16
36983,5318609185758554501.xml,388,1369.17,1372.24,00:22:49:17,00:22:52:24
36984,5318609185758554501.xml,389,1373.0,1375.17,00:22:53:00,00:22:55:17
36985,5318609185758554501.xml,390,1375.18,1377.08,00:22:55:18,00:22:57:08
36986,5318609185758554501.xml,391,1377.09,1381.05,00:22:57:09,00:23:01:05
36987,5318609185758554501.xml,392,1381.06,1385.03,00:23:01:06,00:23:05:03
36988,5318609185758554501.xml,393,1385.04,1388.21,00:23:05:04,00:23:08:21
36989,5318609185758554501.xml,394,1388.22,1391.1,00:23:08:22,00:23:11:10
36990,5318609185758554501.xml,395,1391.11,1395.0,00:23:11:11,00:23:15:00
36991,5318609185758554501.xml,396,1395.01,1399.24,00:23:15:01,00:23:19:24
36992,5318609185758554501.xml,397,1400.0,1404.23,00:23:20:00,00:23:24:23
36993,5318609185758554501.xml,398,1404.24,1408.01,00:23:24:24,00:23:28:01
36994,5318609185758554501.xml,399,1408.02,1409.07,00:23:28:02,00:23:29:07
36995,5318609185758554501.xml,400,1409.08,1414.18,00:23:29:08,00:23:34:18
36996,5318609185758554501.xml,401,1414.19,1419.12,00:23:34:19,00:23:39:12
36997,5318609185758554501.xml,402,1419.13,1422.16,00:23:39:13,00:23:42:16
36998,5318609185758554501.xml,403,1422.17,1423.08,00:23:42:17,00:23:43:08
36999,5318609185758554501.xml,404,1423.09,1423.21,00:23:43:09,00:23:43:21
37000,5318609185758554501.xml,405,1423.22,1429.2,00:23:43:22,00:23:49:20
37001,5318609185758554501.xml,406,1429.21,1434.02,00:23:49:21,00:23:54:02
37002,5318609185758554501.xml,407,1434.03,1443.0,00:23:54:03,00:24:03:00
37003,5318609185758554501.xml,408,1443.01,1444.16,00:24:03:01,00:24:04:16
37004,5318609185758554501.xml,409,1444.17,1446.23,00:24:04:17,00:24:06:23
37005,5318609185758554501.xml,410,1446.24,1448.04,00:24:06:24,00:24:08:04
37006,5318609185758554501.xml,411,1448.05,1452.04,00:24:08:05,00:24:12:04
37007,5318609185758554501.xml,412,1452.05,1454.0,00:24:12:05,00:24:14:00
37008,5318609185758554501.xml,413,1454.01,1455.11,00:24:14:01,00:24:15:11
37009,5318609185758554501.xml,414,1455.12,1457.11,00:24:15:12,00:24:17:11
37010,5318609185758554501.xml,415,1457.12,1460.21,00:24:17:12,00:24:20:21
37011,5318609185758554501.xml,416,1460.22,1461.18,00:24:20:22,00:24:21:18
37012,5318609185758554501.xml,417,1461.19,1464.09,00:24:21:19,00:24:24:09
37013,5318609185758554501.xml,418,1464.1,1466.07,00:24:24:10,00:24:26:07
37014,5318609185758554501.xml,419,1466.08,1467.13,00:24:26:08,00:24:27:13
37015,5318609185758554501.xml,420,1467.14,1468.19,00:24:27:14,00:24:28:19
37016,5318609185758554501.xml,421,1468.2,1470.15,00:24:28:20,00:24:30:15
37017,5318609185758554501.xml,422,1470.16,1471.16,00:24:30:16,00:24:31:16
37018,5318609185758554501.xml,423,1471.17,1473.04,00:24:31:17,00:24:33:04
37019,5318609185758554501.xml,424,1473.05,1475.05,00:24:33:05,00:24:35:05
37020,5318609185758554501.xml,425,1475.06,1476.07,00:24:35:06,00:24:36:07
37021,5318609185758554501.xml,426,1476.08,1477.18,00:24:36:08,00:24:37:18
37022,5318609185758554501.xml,427,1477.19,1479.03,00:24:37:19,00:24:39:03
37023,5318609185758554501.xml,428,1479.04,1482.01,00:24:39:04,00:24:42:01
37024,5318609185758554501.xml,429,1482.02,1484.07,00:24:42:02,00:24:44:07
37025,5318609185758554501.xml,430,1484.08,1486.01,00:24:44:08,00:24:46:01
37026,5318609185758554501.xml,431,1486.02,1489.15,00:24:46:02,00:24:49:15
37027,5318609185758554501.xml,432,1489.16,1491.12,00:24:49:16,00:24:51:12
37028,5318609185758554501.xml,433,1491.13,1493.03,00:24:51:13,00:24:53:03
37029,5318609185758554501.xml,434,1493.04,1497.06,00:24:53:04,00:24:57:06
37030,5318609185758554501.xml,435,1497.07,1497.23,00:24:57:07,00:24:57:23
37031,5318609185758554501.xml,436,1497.24,1498.23,00:24:57:24,00:24:58:23
37032,5318609185758554501.xml,437,1498.24,1500.05,00:24:58:24,00:25:00:05
37033,5318609185758554501.xml,438,1500.06,1502.15,00:25:00:06,00:25:02:15
37034,5318609185758554501.xml,439,1502.16,1503.23,00:25:02:16,00:25:03:23
37035,5318609185758554501.xml,440,1503.24,1506.17,00:25:03:24,00:25:06:17
37036,5318609185758554501.xml,441,1506.18,1507.17,00:25:06:18,00:25:07:17
37037,5318609185758554501.xml,442,1507.18,1508.18,00:25:07:18,00:25:08:18
37038,5318609185758554501.xml,443,1508.19,1510.06,00:25:08:19,00:25:10:06
37039,5318609185758554501.xml,444,1510.07,1512.19,00:25:10:07,00:25:12:19
37040,5318609185758554501.xml,445,1512.2,1514.09,00:25:12:20,00:25:14:09
37041,5318609185758554501.xml,446,1514.1,1516.0,00:25:14:10,00:25:16:00
37042,5318609185758554501.xml,447,1516.01,1516.19,00:25:16:01,00:25:16:19
37043,5318609185758554501.xml,448,1516.2,1518.1,00:25:16:20,00:25:18:10
37044,5318609185758554501.xml,449,1518.11,1522.23,00:25:18:11,00:25:22:23
37045,5318609185758554501.xml,450,1522.24,1524.09,00:25:22:24,00:25:24:09
37046,5318609185758554501.xml,451,1524.1,1525.23,00:25:24:10,00:25:25:23
37047,5318609185758554501.xml,452,1525.24,1528.08,00:25:25:24,00:25:28:08
37048,5318609185758554501.xml,453,1528.09,1559.01,00:25:28:09,00:25:59:01
37049,5318609185758554501.xml,454,1559.02,1582.09,00:25:59:02,00:26:22:09
37050,5318609185758554501.xml,455,1582.1,1583.15,00:26:22:10,00:26:23:15
37051,5318609185758554501.xml,456,1583.16,1590.06,00:26:23:16,00:26:30:06
37052,5318609185758554501.xml,457,1590.07,1593.16,00:26:30:07,00:26:33:16
37053,5318609185758554501.xml,458,1593.17,1594.17,00:26:33:17,00:26:34:17
37054,5318609185758554501.xml,459,1594.18,1596.09,00:26:34:18,00:26:36:09
37055,5318609185758554501.xml,460,1596.1,1598.15,00:26:36:10,00:26:38:15
37056,5318609185758554501.xml,461,1598.16,1599.09,00:26:38:16,00:26:39:09
37057,5318609185758554501.xml,462,1599.1,1602.19,00:26:39:10,00:26:42:19
37058,5318609185758554501.xml,463,1602.2,1606.13,00:26:42:20,00:26:46:13
37059,5318609185758554501.xml,464,1606.14,1608.15,00:26:46:14,00:26:48:15
37060,5318609185758554501.xml,465,1608.16,1616.03,00:26:48:16,00:26:56:03
37061,5318609185758554501.xml,466,1616.04,1617.04,00:26:56:04,00:26:57:04
37062,5318609185758554501.xml,467,1617.05,1621.23,00:26:57:05,00:27:01:23
37063,5318609185758554501.xml,468,1621.24,1623.15,00:27:01:24,00:27:03:15
37064,5318609185758554501.xml,469,1623.16,1637.05,00:27:03:16,00:27:17:05
37065,5318609185758554501.xml,470,1637.06,1637.09,00:27:17:06,00:27:17:09
37066,5318609185758554501.xml,471,1637.1,1638.11,00:27:17:10,00:27:18:11
37067,5318609185758554501.xml,472,1638.12,1639.03,00:27:18:12,00:27:19:03
37068,5318609185758554501.xml,473,1639.04,1640.16,00:27:19:04,00:27:20:16
37069,5318609185758554501.xml,474,1640.17,1642.12,00:27:20:17,00:27:22:12
37070,5318609185758554501.xml,475,1642.13,1644.16,00:27:22:13,00:27:24:16
37071,5318609185758554501.xml,476,1644.17,1645.12,00:27:24:17,00:27:25:12
37072,5318609185758554501.xml,477,1645.13,1647.0,00:27:25:13,00:27:27:00
37073,5318609185758554501.xml,478,1647.01,1653.11,00:27:27:01,00:27:33:11
37074,5318609185758554501.xml,479,1653.12,1655.14,00:27:33:12,00:27:35:14
37075,5318609185758554501.xml,480,1655.15,1656.11,00:27:35:15,00:27:36:11
37076,5318609185758554501.xml,481,1656.12,1658.23,00:27:36:12,00:27:38:23
37077,5318609185758554501.xml,482,1658.24,1665.03,00:27:38:24,00:27:45:03
37078,5318609185758554501.xml,483,1665.04,1666.22,00:27:45:04,00:27:46:22
37079,5318609185758554501.xml,484,1666.23,1668.09,00:27:46:23,00:27:48:09
37080,5318609185758554501.xml,485,1668.1,1669.19,00:27:48:10,00:27:49:19
37081,5318609185758554501.xml,486,1669.2,1673.12,00:27:49:20,00:27:53:12
37082,5318609185758554501.xml,487,1673.13,1675.06,00:27:53:13,00:27:55:06
37083,5318609185758554501.xml,488,1675.07,1676.06,00:27:55:07,00:27:56:06
37084,5318609185758554501.xml,489,1676.07,1678.08,00:27:56:07,00:27:58:08
37085,5318609185758554501.xml,490,1678.09,1679.17,00:27:58:09,00:27:59:17
37086,5318609185758554501.xml,491,1679.18,1682.04,00:27:59:18,00:28:02:04
37087,5318609185758554501.xml,492,1682.05,1684.02,00:28:02:05,00:28:04:02
37088,5318609185758554501.xml,493,1684.03,1685.05,00:28:04:03,00:28:05:05
37089,5318609185758554501.xml,494,1685.06,1687.16,00:28:05:06,00:28:07:16
37090,5318609185758554501.xml,495,1687.17,1689.06,00:28:07:17,00:28:09:06
37091,5318609185758554501.xml,496,1689.07,1690.02,00:28:09:07,00:28:10:02
37092,5318609185758554501.xml,497,1690.03,1692.14,00:28:10:03,00:28:12:14
37093,5318609185758554501.xml,498,1692.15,1694.01,00:28:12:15,00:28:14:01
37094,5318609185758554501.xml,499,1694.02,1696.22,00:28:14:02,00:28:16:22
37095,5318609185758554501.xml,500,1696.23,1701.1,00:28:16:23,00:28:21:10
37096,5318609185758554501.xml,501,1701.11,1703.06,00:28:21:11,00:28:23:06
37097,5318609185758554501.xml,502,1703.07,1706.13,00:28:23:07,00:28:26:13
37098,5318609185758554501.xml,503,1706.14,1708.1,00:28:26:14,00:28:28:10
37099,5318609185758554501.xml,504,1708.11,1713.06,00:28:28:11,00:28:33:06
37100,5318609185758554501.xml,505,1713.07,1714.22,00:28:33:07,00:28:34:22
37101,5318609185758554501.xml,506,1714.23,1719.07,00:28:34:23,00:28:39:07
37102,5318609185758554501.xml,507,1719.08,1721.12,00:28:39:08,00:28:41:12
37103,5318609185758554501.xml,508,1721.13,1722.24,00:28:41:13,00:28:42:24
37104,5318609185758554501.xml,509,1723.0,1724.06,00:28:43:00,00:28:44:06
37105,5318609185758554501.xml,510,1724.07,1726.03,00:28:44:07,00:28:46:03
37106,5318609185758554501.xml,511,1726.04,1727.23,00:28:46:04,00:28:47:23
37107,5318609185758554501.xml,512,1727.24,1730.22,00:28:47:24,00:28:50:22
37108,5318609185758554501.xml,513,1730.23,1733.12,00:28:50:23,00:28:53:12
37109,5318609185758554501.xml,514,1733.13,1736.05,00:28:53:13,00:28:56:05
37110,5318609185758554501.xml,515,1736.06,1740.04,00:28:56:06,00:29:00:04
37111,5318609185758554501.xml,516,1740.05,1747.13,00:29:00:05,00:29:07:13
37112,5318609185758554501.xml,517,1747.14,1751.03,00:29:07:14,00:29:11:03
37113,5318609185758554501.xml,518,1751.04,1753.06,00:29:11:04,00:29:13:06
37114,5318609185758554501.xml,519,1753.07,1755.06,00:29:13:07,00:29:15:06
37115,5318609185758554501.xml,520,1755.07,1757.24,00:29:15:07,00:29:17:24
37116,5318609185758554501.xml,521,1758.0,1768.0,00:29:18:00,00:29:28:00
37117,5318609185758554501.xml,522,1768.01,1770.13,00:29:28:01,00:29:30:13
37118,5318609185758554501.xml,523,1770.14,1773.19,00:29:30:14,00:29:33:19
37119,5318609185758554501.xml,524,1773.2,1783.0,00:29:33:20,00:29:43:00
37120,5318609185758554501.xml,525,1783.01,1786.01,00:29:43:01,00:29:46:01
37121,5318609185758554501.xml,526,1786.02,1789.0,00:29:46:02,00:29:49:00
37122,5318609185758554501.xml,527,1789.01,1791.22,00:29:49:01,00:29:51:22
37123,5318609185758554501.xml,528,1791.23,1794.04,00:29:51:23,00:29:54:04
37124,5318609185758554501.xml,529,1794.05,1796.13,00:29:54:05,00:29:56:13
37125,5318609185758554501.xml,530,1796.14,1798.12,00:29:56:14,00:29:58:12
37126,5318609185758554501.xml,531,1798.13,1800.01,00:29:58:13,00:30:00:01
37127,5318609185758554501.xml,532,1800.02,1801.11,00:30:00:02,00:30:01:11
37128,5318609185758554501.xml,533,1801.12,1803.08,00:30:01:12,00:30:03:08
37129,5318609185758554501.xml,534,1803.09,1806.05,00:30:03:09,00:30:06:05
37130,5318609185758554501.xml,535,1806.06,1808.04,00:30:06:06,00:30:08:04
37131,5318609185758554501.xml,536,1808.05,1810.17,00:30:08:05,00:30:10:17
37132,5318609185758554501.xml,537,1810.18,1817.18,00:30:10:18,00:30:17:18
37133,5318609185758554501.xml,538,1817.19,1820.21,00:30:17:19,00:30:20:21
37134,5318609185758554501.xml,539,1820.22,1823.23,00:30:20:22,00:30:23:23
37135,5318609185758554501.xml,540,1823.24,1825.04,00:30:23:24,00:30:25:04
37136,5318609185758554501.xml,541,1825.05,1825.13,00:30:25:05,00:30:25:13
37137,5318609185758554501.xml,542,1825.14,1826.22,00:30:25:14,00:30:26:22
37138,5318609185758554501.xml,543,1826.23,1828.04,00:30:26:23,00:30:28:04
37139,5318609185758554501.xml,544,1828.05,1832.14,00:30:28:05,00:30:32:14
37140,5318609185758554501.xml,545,1832.15,1834.18,00:30:32:15,00:30:34:18
37141,5318609185758554501.xml,546,1834.19,1835.19,00:30:34:19,00:30:35:19
37142,5318609185758554501.xml,547,1835.2,1837.13,00:30:35:20,00:30:37:13
37143,5318609185758554501.xml,548,1837.14,1843.19,00:30:37:14,00:30:43:19
37144,5318609185758554501.xml,549,1843.2,1845.01,00:30:43:20,00:30:45:01
37145,5318609185758554501.xml,550,1845.02,1847.08,00:30:45:02,00:30:47:08
37146,5318609185758554501.xml,551,1847.09,1852.01,00:30:47:09,00:30:52:01
37147,5318609185758554501.xml,552,1852.02,1854.15,00:30:52:02,00:30:54:15
37148,5318609185758554501.xml,553,1854.16,1865.02,00:30:54:16,00:31:05:02
37149,5318609185758554501.xml,554,1865.03,1867.13,00:31:05:03,00:31:07:13
37150,5318609185758554501.xml,555,1867.14,1871.04,00:31:07:14,00:31:11:04
37151,5318609185758554501.xml,556,1871.05,1876.23,00:31:11:05,00:31:16:23
37152,5318609185758554501.xml,557,1876.24,1878.2,00:31:16:24,00:31:18:20
37153,5318609185758554501.xml,558,1878.21,1883.18,00:31:18:21,00:31:23:18
37154,5318609185758554501.xml,559,1883.19,1885.23,00:31:23:19,00:31:25:23
37155,5318609185758554501.xml,560,1885.24,1887.16,00:31:25:24,00:31:27:16
37156,5318609185758554501.xml,561,1887.17,1889.2,00:31:27:17,00:31:29:20
37157,5318609185758554501.xml,562,1889.21,1891.1,00:31:29:21,00:31:31:10
37158,5318609185758554501.xml,563,1891.11,1893.03,00:31:31:11,00:31:33:03
37159,5318609185758554501.xml,564,1893.04,1895.1,00:31:33:04,00:31:35:10
37160,5318609185758554501.xml,565,1895.11,1897.23,00:31:35:11,00:31:37:23
37161,5318609185758554501.xml,566,1897.24,1900.12,00:31:37:24,00:31:40:12
37162,5318609185758554501.xml,567,1900.13,1906.12,00:31:40:13,00:31:46:12
37163,5318609185758554501.xml,568,1906.13,1908.13,00:31:46:13,00:31:48:13
37164,5318609185758554501.xml,569,1908.14,1911.1,00:31:48:14,00:31:51:10
37165,5318609185758554501.xml,570,1911.11,1915.12,00:31:51:11,00:31:55:12
37166,5318609185758554501.xml,571,1915.13,1919.18,00:31:55:13,00:31:59:18
37167,5318609185758554501.xml,572,1919.19,1922.13,00:31:59:19,00:32:02:13
37168,5318609185758554501.xml,573,1922.14,1924.08,00:32:02:14,00:32:04:08
37169,5318609185758554501.xml,574,1924.09,1926.03,00:32:04:09,00:32:06:03
37170,5318609185758554501.xml,575,1926.04,1929.11,00:32:06:04,00:32:09:11
37171,5318609185758554501.xml,576,1929.12,1936.15,00:32:09:12,00:32:16:15
37172,5318609185758554501.xml,577,1936.16,1938.15,00:32:16:16,00:32:18:15
37173,5318609185758554501.xml,578,1938.16,1945.06,00:32:18:16,00:32:25:06
37174,5318609185758554501.xml,579,1945.07,1948.24,00:32:25:07,00:32:28:24
37175,5318609185758554501.xml,580,1949.0,1953.14,00:32:29:00,00:32:33:14
37176,5318609185758554501.xml,581,1953.15,1956.17,00:32:33:15,00:32:36:17
37177,5318609185758554501.xml,582,1956.18,1958.19,00:32:36:18,00:32:38:19
37178,5318609185758554501.xml,583,1958.2,1960.23,00:32:38:20,00:32:40:23
37179,5318609185758554501.xml,584,1960.24,1962.24,00:32:40:24,00:32:42:24
37180,5318609185758554501.xml,585,1963.0,1963.23,00:32:43:00,00:32:43:23
37181,5318609185758554501.xml,586,1963.24,1965.24,00:32:43:24,00:32:45:24
37182,5318609185758554501.xml,587,1966.0,1967.22,00:32:46:00,00:32:47:22
37183,5318609185758554501.xml,588,1967.23,1971.04,00:32:47:23,00:32:51:04
37184,5318609185758554501.xml,589,1971.05,1976.23,00:32:51:05,00:32:56:23
37185,5318609185758554501.xml,590,1976.24,1978.23,00:32:56:24,00:32:58:23
37186,5318609185758554501.xml,591,1978.24,1981.12,00:32:58:24,00:33:01:12
37187,5318609185758554501.xml,592,1981.13,1983.05,00:33:01:13,00:33:03:05
37188,5318609185758554501.xml,593,1983.06,1989.08,00:33:03:06,00:33:09:08
37189,5318609185758554501.xml,594,1989.09,1993.22,00:33:09:09,00:33:13:22
37190,5318609185758554501.xml,595,1993.23,1997.02,00:33:13:23,00:33:17:02
37191,5318609185758554501.xml,596,1997.03,2001.02,00:33:17:03,00:33:21:02
37192,5318609185758554501.xml,597,2001.03,2009.24,00:33:21:03,00:33:29:24
37193,5318609185758554501.xml,598,2010.0,2011.16,00:33:30:00,00:33:31:16
37194,5318609185758554501.xml,599,2011.17,2013.13,00:33:31:17,00:33:33:13
37195,5318609185758554501.xml,600,2013.14,2016.0,00:33:33:14,00:33:36:00
37196,5318609185758554501.xml,601,2016.01,2016.05,00:33:36:01,00:33:36:05
37197,5318609185758554501.xml,602,2016.06,2017.03,00:33:36:06,00:33:37:03
37198,5318609185758554501.xml,603,2017.04,2017.13,00:33:37:04,00:33:37:13
37199,5318609185758554501.xml,604,2017.14,2020.13,00:33:37:14,00:33:40:13
37200,5318609185758554501.xml,605,2020.14,2029.13,00:33:40:14,00:33:49:13
37201,5318609185758554501.xml,606,2029.14,2032.05,00:33:49:14,00:33:52:05
37202,5318609185758554501.xml,607,2032.06,2032.17,00:33:52:06,00:33:52:17
37203,5318609185758554501.xml,608,2032.18,2033.16,00:33:52:18,00:33:53:16
37204,5318609185758554501.xml,609,2033.17,2034.23,00:33:53:17,00:33:54:23
37205,5318609185758554501.xml,610,2034.24,2037.05,00:33:54:24,00:33:57:05
37206,5318609185758554501.xml,611,2037.06,2039.05,00:33:57:06,00:33:59:05
37207,5318609185758554501.xml,612,2039.06,2041.08,00:33:59:06,00:34:01:08
37208,5318609185758554501.xml,613,2041.09,2043.05,00:34:01:09,00:34:03:05
37209,5318609185758554501.xml,614,2043.06,2044.11,00:34:03:06,00:34:04:11
37210,5318609185758554501.xml,615,2044.12,2047.03,00:34:04:12,00:34:07:03
37211,5318609185758554501.xml,616,2047.04,2048.08,00:34:07:04,00:34:08:08
37212,5318609185758554501.xml,617,2048.09,2049.23,00:34:08:09,00:34:09:23
37213,5318609185758554501.xml,618,2049.24,2050.22,00:34:09:24,00:34:10:22
37214,5318609185758554501.xml,619,2050.23,2052.17,00:34:10:23,00:34:12:17
37215,5318609185758554501.xml,620,2052.18,2054.07,00:34:12:18,00:34:14:07
37216,5318609185758554501.xml,621,2054.08,2057.22,00:34:14:08,00:34:17:22
